< a a a a a a a a a a a a a a a a a a a a d >
[ Age    Foreign    Job    Status    History    Housing    Employ_Time    Depends    Balance    Aim    Amount    Duration    Savings    Rate    Guarantee    Residence_Time    Properties    Debits    Accounts    Phone    Granted ]
   35   Yes   Unskilled          Female_Married   All_Paied    Own    1to4         2   None       Education     3447    12   500to1000   4   None           3   House     None     1   No    Yes
   25   Yes   Skilled            Male_Single      Paied        Own    4to7         1   None       Business      1258    24   100Less     4   None           1   House     None     1   Yes   Yes
   52   Yes   Skilled            Male_Single      Critical     Own    7more        1   None       TV            717     12   100Less     4   None           4   House     None     3   No    Yes
   35   No    Skilled            Male_Single      No_Credits   Rent   1to4         1   None       New_Car       1204    6    100to500    4   None           1   None      Bank     1   No    Yes
   26   Yes   Skilled            Male_Single      Paied        Own    1to4         1   200More    Furniture     1925    24   100Less     2   None           2   House     None     1   No    Yes
   22   Yes   Skilled            Female_Married   Paied        Rent   Unemployed   1   None       TV            433     18   100Less     3   Co_Applicant   4   House     None     1   No    No
   39   Yes   Unskilled          Female_Married   Critical     Own    4to7         1   Negative   New_Car       666     6    1000More    3   None           4   House     None     2   Yes   Yes
   46   Yes   Unskilled          Female_Married   Paied        Own    1to4         1   200More    Furniture     2251    12   100Less     1   None           2   Mobile    None     1   No    Yes
   24   Yes   Skilled            Female_Married   Paied        Own    1to4         1   0to200     New_Car       2150    30   100Less     4   Guarantor      2   None      Bank     1   No    No
   35   Yes   Skilled            Male_Single      Delays       Own    1to4         1   None       Furniture     4151    24   100to500    2   None           3   Finance   None     2   No    Yes
   24   Yes   Skilled            Male_Single      Paied        Own    4to7         1   0to200     Furniture     2030    9    None        2   None           1   Mobile    None     1   Yes   Yes
   27   Yes   Unskilled          Male_Single      Delays       Own    1to4         1   0to200     TV            7418    60   None        1   None           1   House     None     1   No    Yes
   35   Yes   Unskilled          Male_Single      Critical     Own    1to4         1   None       TV            2684    24   100Less     4   None           2   House     None     2   No    Yes
   29   Yes   Skilled            Male_Divorced    All_Paied    Free   1to4         1   Negative   TV            2149    12   100Less     4   None           1   None      None     1   No    No
   23   Yes   Skilled            Female_Married   Paied        Own    1Less        1   None       Used_Car      3812    15   100to500    1   None           4   Mobile    None     1   Yes   Yes
   57   Yes   Unskilled          Female_Married   Critical     Own    Unemployed   1   None       TV            1154    11   100to500    4   None           4   House     None     3   No    Yes
   27   Yes   Skilled            Male_Single      Paied        Own    1to4         1   Negative   Furniture     1657    12   100Less     2   None           2   House     None     1   No    Yes
   55   Yes   Skilled            Female_Married   Paied        Own    7more        1   Negative   TV            1603    24   100Less     4   None           4   Mobile    None     1   No    Yes
   36   Yes   Highly_Qualified   Male_Single      Critical     Free   7more        1   Negative   New_Car       5302    18   100Less     2   None           4   None      None     3   Yes   Yes
   57   Yes   Unskilled          Female_Married   Critical     Free   7more        1   None       A46           2748    12   100Less     2   None           4   None      Bank     3   No    Yes
   32   No    Unskilled          Male_Single      Critical     Own    7more        2   None       New_Car       1231    10   100Less     3   None           4   House     None     2   No    Yes
   37   Yes   Skilled            Male_Single      Paied        Own    7more        2   0to200     TV            802     15   100Less     4   None           3   Mobile    None     1   No    No
   45   No    Highly_Qualified   Male_Divorced    Paied        Own    7more        1   Negative   New_Car       8978    14   100Less     1   None           4   Finance   None     1   Yes   No
   25   Yes   Skilled            Male_Single      Paied        Own    7more        1   None       TV            999     24   None        4   None           2   Mobile    None     2   No    Yes
   32   No    Skilled            Male_Single      Paied        Own    4to7         1   None       New_Car       2662    18   None        4   None           3   Finance   None     1   No    Yes
   37   Yes   Skilled            Female_Married   Critical     Rent   4to7         1   None       Furniture     1402    12   500to1000   3   None           4   Mobile    None     1   Yes   Yes
   36   Yes   Highly_Qualified   Male_Single      All_Paied    Free   Unemployed   1   0to200     New_Car       12169   48   None        4   Co_Applicant   4   None      None     1   Yes   Yes
   28   Yes   Skilled            Male_Single      Paied        Own    4to7         1   0to200     TV            3060    48   100Less     4   None           4   House     None     2   No    No
   34   Yes   Unskilled          Male_Divorced    Paied        Own    1Less        1   Negative   Repairs       11998   30   100Less     1   None           1   None      None     1   Yes   No
   32   Yes   Skilled            Male_Single      Paied        Own    1to4         2   None       TV            2697    9    100Less     1   None           2   House     None     1   No    Yes
   26   Yes   Skilled            Female_Married   Critical     Own    1to4         1   None       TV            2404    18   100Less     2   None           2   Mobile    None     2   No    Yes
   49   Yes   Unskilled          Male_Divorced    Paied        Own    7more        1   Negative   Furniture     1262    12   None        2   None           4   Finance   None     1   Yes   Yes
   32   Yes   Skilled            Female_Married   Paied        Own    1Less        1   None       Furniture     4611    6    100Less     1   None           4   Finance   None     1   No    No
   29   Yes   Highly_Qualified   Male_Single      Paied        Rent   1to4         1   None       TV            1901    24   100to500    4   None           4   Mobile    None     1   Yes   Yes
   23   Yes   Skilled            Male_Single      Critical     Rent   7more        1   None       Used_Car      3368    15   1000More    3   None           4   None      None     2   Yes   Yes
   50   Yes   Skilled            Male_Single      Paied        Own    1to4         1   None       Furniture     1574    12   100Less     4   None           2   House     None     1   No    Yes
   49   Yes   Unskilled          Male_Single      All_Paied    Own    4to7         1   200More    TV            1445    18   None        4   None           4   Mobile    Bank     1   No    Yes
   63   Yes   Skilled            Male_Single      Critical     Own    7more        1   None       Furniture     1520    15   None        4   None           4   Finance   None     1   No    Yes
   37   Yes   Skilled            Male_Divorced    Critical     Own    1Less        1   0to200     New_Car       3878    24   100to500    4   None           2   Mobile    None     1   Yes   Yes
   35   Yes   Unskilled          Female_Married   Paied        Own    1Less        1   Negative   New_Car       10722   47   100Less     1   None           1   House     None     1   Yes   Yes
   26   Yes   Skilled            Male_Single      Paied        Own    4to7         2   Negative   Used_Car      4788    48   100Less     4   None           3   Finance   None     1   No    Yes
   31   Yes   Highly_Qualified   Male_Single      Delays       Free   Unemployed   1   0to200     Others        7582    48   100to500    2   None           4   None      None     1   Yes   Yes
   49   Yes   Skilled            Female_Married   Paied        Own    1to4         1   0to200     TV            1092    12   100Less     4   Guarantor      4   House     None     2   Yes   Yes
   48   Yes   Skilled            Male_Married     Delays       Own    1Less        1   Negative   TV            1024    24   100Less     4   None           4   House     Stores   1   No    No
   26   No    Skilled            Male_Married     Paied        Own    1to4         1   None       Business      1076    12   100Less     2   None           2   House     None     1   Yes   Yes
   28   Yes   Highly_Qualified   Male_Married     Paied        Rent   1Less        1   0to200     Used_Car      9398    36   100Less     1   None           4   Mobile    None     1   Yes   No
   44   Yes   Highly_Qualified   Female_Married   Critical     Free   7more        2   Negative   Used_Car      6419    24   100Less     2   None           4   None      None     2   Yes   Yes
   56   Yes   Skilled            Male_Single      Critical     Free   7more        1   200More    Used_Car      4796    42   100Less     4   None           4   None      None     1   No    Yes
   46   Yes   Highly_Qualified   Male_Divorced    Critical     Own    7more        2   None       Business      7629    48   None        4   None           2   Mobile    Bank     2   No    Yes
   26   Yes   Skilled            Female_Married   Paied        Own    1Less        1   0to200     Furniture     9960    48   100Less     1   None           2   Mobile    None     1   Yes   No
   20   Yes   Skilled            Female_Married   Paied        Rent   1Less        1   None       Used_Car      4675    12   None        1   None           4   Mobile    None     1   No    Yes
   45   No    Unskilled          Male_Single      Paied        Own    7more        1   None       New_Car       1287    10   None        4   Co_Applicant   2   Finance   None     1   No    Yes
   43   Yes   Skilled            Male_Single      Paied        Own    1to4         1   None       Furniture     2515    18   100Less     3   None           4   House     None     1   Yes   Yes
   32   Yes   Skilled            Male_Single      Critical     Own    4to7         1   0to200     Furniture     2745    21   1000More    3   None           2   Mobile    None     2   Yes   Yes
   54   Yes   Unemployed         Female_Married   Paied        Own    Unemployed   1   None       New_Car       672     6    100Less     1   None           4   House     None     1   Yes   Yes
   42   Yes   Skilled            Female_Married   No_Credits   Own    1to4         1   0to200     TV            3804    36   100Less     4   None           1   Mobile    None     1   Yes   No
   37   Yes   Unskilled          Male_Single      Critical     Own    4to7         2   200More    New_Car       1344    24   None        4   None           2   House     Bank     2   No    No
   49   Yes   Skilled            Male_Single      Critical     Own    4to7         1   Negative   New_Car       1038    10   100Less     4   Co_Applicant   3   Finance   None     2   Yes   Yes
   44   Yes   Skilled            Male_Single      Critical     Free   1to4         1   None       New_Car       10127   48   500to1000   2   None           2   None      Bank     1   No    No
   33   Yes   Skilled            Male_Divorced    Paied        Own    1to4         1   None       Furniture     1543    6    1000More    4   None           2   House     None     1   No    Yes
   24   Yes   Unskilled          Female_Married   Paied        Rent   4to7         1   None       Used_Car      4811    30   None        2   None           4   Finance   Stores   1   No    Yes
   33   Yes   Unskilled          Male_Married     Paied        Own    1Less        1   Negative   TV            727     12   100to500    4   None           3   None      None     1   Yes   No
   24   Yes   Skilled            Female_Married   Paied        Own    1to4         1   0to200     Furniture     1237    8    100Less     3   None           4   House     None     1   No    No
   22   Yes   Unskilled          Male_Married     Paied        Rent   1to4         1   0to200     New_Car       276     9    100Less     4   None           4   House     None     1   No    Yes
   40   Yes   Unemployed         Male_Single      Paied        Free   Unemployed   1   0to200     Others        5381    48   None        3   None           4   None      Bank     1   Yes   Yes
   25   Yes   Skilled            Male_Single      Paied        Own    1to4         1   None       Furniture     5511    24   100to500    4   None           1   Mobile    Stores   1   No    Yes
   26   Yes   Skilled            Female_Married   Paied        Own    1Less        1   200More    Furniture     3749    24   100Less     2   None           4   Mobile    None     1   No    Yes
   25   Yes   Unskilled          Male_Married     Paied        Own    4to7         1   0to200     New_Car       685     12   100Less     2   None           3   Mobile    Bank     1   No    No
   29   No    Unskilled          Male_Single      Paied        Own    1Less        2   200More    New_Car       1494    4    None        1   None           2   House     None     1   No    Yes
   31   Yes   Skilled            Male_Single      All_Paied    Own    7more        1   Negative   Furniture     2746    36   100Less     4   None           4   Mobile    Bank     1   No    No
   38   Yes   Unskilled          Male_Single      Paied        Own    1to4         2   Negative   Furniture     708     12   100Less     2   Guarantor      3   Finance   None     1   No    Yes
   48   Yes   Unskilled          Female_Married   Paied        Own    1to4         1   0to200     Furniture     4351    24   None        1   None           4   Finance   None     1   Yes   Yes
   32   Yes   Skilled            Male_Single      Critical     Own    1to4         1   None       A46           701     12   100Less     4   None           2   Mobile    None     2   No    Yes
   27   Yes   Unskilled          Female_Married   Delays       Own    7more        1   Negative   Furniture     3643    15   100Less     1   None           4   Finance   None     2   No    Yes
   28   Yes   Highly_Qualified   Male_Married     Critical     Own    Unemployed   1   0to200     New_Car       4249    30   100Less     4   None           2   Mobile    None     2   No    No
   32   Yes   Skilled            Male_Divorced    Paied        Own    1Less        1   Negative   TV            1938    24   100Less     4   None           3   Finance   None     1   No    No
   34   Yes   Highly_Qualified   Male_Single      Paied        Free   4to7         1   Negative   Used_Car      2910    24   100Less     2   None           1   None      None     1   Yes   Yes
   28   Yes   Skilled            Male_Single      Paied        Own    1to4         1   Negative   Furniture     2659    18   1000More    4   None           2   Mobile    None     1   No    Yes
   36   Yes   Skilled            Female_Married   Critical     Own    1to4         1   None       New_Car       1028    18   100Less     4   None           3   House     None     2   No    Yes
   39   No    Unskilled          Male_Single      Critical     Own    4to7         1   Negative   New_Car       3398    8    100Less     1   None           4   House     None     2   No    Yes
   49   Yes   Skilled            Male_Single      Critical     Rent   7more        1   None       Furniture     5801    12   None        2   None           4   Finance   None     1   Yes   Yes
   34   Yes   Skilled            Female_Married   Paied        Own    4to7         2   None       New_Car       1525    24   1000More    4   None           3   Mobile    None     1   Yes   Yes
   31   Yes   Skilled            Male_Single      Paied        Own    7more        1   200More    TV            4473    36   100Less     4   None           2   Mobile    None     1   No    Yes
   28   Yes   Skilled            Male_Single      Paied        Own    7more        2   0to200     TV            1068    6    100Less     4   None           4   Mobile    None     1   No    Yes
   75   Yes   Highly_Qualified   Male_Single      Critical     Free   Unemployed   1   Negative   Used_Car      6615    24   100Less     2   None           4   None      None     2   Yes   Yes
   30   Yes   Skilled            Female_Married   Critical     Own    1to4         1   None       A46           1864    18   100to500    4   None           2   House     None     2   No    No
   24   Yes   Highly_Qualified   Female_Married   Paied        Own    1Less        1   0to200     New_Car       7408    60   100to500    4   None           2   Finance   None     1   No    No
   24   Yes   Unskilled          Female_Married   Critical     Rent   1to4         1   None       Used_Car      11590   48   100to500    2   None           4   Mobile    Bank     2   No    No
   23   Yes   Skilled            Male_Single      No_Credits   Rent   7more        2   Negative   Furniture     4110    24   100Less     3   None           4   None      Bank     2   No    No
   44   Yes   Highly_Qualified   Male_Divorced    Critical     Rent   1to4         1   Negative   Furniture     3384    6    100Less     1   None           4   House     None     1   Yes   No
   23   Yes   Unskilled          Female_Married   Paied        Own    1Less        1   0to200     TV            2101    13   100Less     2   Guarantor      4   Finance   None     1   No    Yes
   24   Yes   Skilled            Female_Married   Paied        Rent   1to4         1   Negative   Electronics   1275    15   None        4   None           2   Mobile    None     1   No    No
   28   Yes   Skilled            Male_Single      Paied        Own    1to4         1   Negative   Furniture     4169    24   100Less     4   None           4   Finance   None     1   No    Yes
   31   Yes   Unskilled          Male_Divorced    Paied        Own    1to4         1   0to200     Furniture     1521    10   100Less     4   None           2   Mobile    None     1   No    Yes
   24   Yes   Skilled            Female_Married   Critical     Free   1Less        1   0to200     A46           5743    24   100Less     2   None           4   None      None     2   Yes   Yes
   26   Yes   Unskilled          Female_Married   Paied        Rent   4to7         1   Negative   Furniture     3599    21   100Less     1   None           4   Mobile    None     1   No    Yes
   25   Yes   Skilled            Male_Married     Paied        Rent   1Less        1   0to200     TV            3213    18   500to1000   1   None           3   House     None     1   No    Yes
   33   Yes   Highly_Qualified   Male_Single      Paied        Own    7more        1   0to200     Business      4439    18   100Less     1   Co_Applicant   1   House     Bank     1   Yes   Yes
   37   Yes   Unskilled          Male_Single      Paied        Own    1Less        2   200More    New_Car       3949    10   100Less     1   Guarantor      1   Finance   None     1   No    Yes
   43   Yes   Unskilled          Female_Married   Critical     Own    1to4         1   None       TV            1459    15   100Less     4   None           2   Mobile    None     1   No    Yes
   23   Yes   Skilled            Male_Single      Critical     Own    1Less        1   0to200     TV            882     13   100Less     4   Guarantor      4   House     None     2   No    Yes
   23   Yes   Unemployed         Female_Married   Paied        Rent   Unemployed   1   0to200     TV            3758    24   500to1000   1   None           4   None      None     1   No    Yes
   34   Yes   Unskilled          Male_Single      Delays       Own    1to4         1   None       Business      1743    6    100to500    1   None           2   House     None     2   No    Yes
   32   Yes   Skilled            Male_Single      Critical     Free   7more        2   0to200     A46           1136    9    1000More    4   None           3   None      None     2   No    No
   23   Yes   Skilled            Female_Married   Paied        Rent   1Less        1   None       Electronics   1236    9    100Less     1   None           4   House     None     1   Yes   Yes
   29   No    Skilled            Female_Married   Paied        Own    1to4         1   0to200     Furniture     959     9    100Less     1   None           2   Mobile    None     1   No    No
   38   Yes   Highly_Qualified   Male_Single      Critical     Own    Unemployed   1   None       Used_Car      3229    18   None        2   None           4   None      None     1   Yes   Yes
   28   Yes   Skilled            Male_Single      No_Credits   Rent   1to4         1   Negative   TV            6199    12   100Less     4   None           2   Finance   None     2   Yes   No
   46   Yes   Skilled            Male_Single      Paied        Free   7more        1   None       A46           727     10   500to1000   4   None           4   None      None     1   Yes   Yes
   23   Yes   Unskilled          Male_Single      Paied        Own    1Less        1   0to200     New_Car       1246    24   100Less     4   None           2   House     Stores   1   No    No
   49   Yes   Skilled            Male_Single      Critical     Own    7more        1   None       TV            2331    12   None        1   Co_Applicant   4   House     None     1   Yes   Yes
   26   Yes   Highly_Qualified   Male_Single      Delays       Own    1to4         1   None       TV            4463    36   100Less     4   None           2   Mobile    None     2   Yes   No
   28   Yes   Skilled            Male_Married     Paied        Own    1to4         1   None       TV            776     12   100Less     4   None           2   House     None     1   No    Yes
   23   Yes   Skilled            Female_Married   Paied        Rent   4to7         1   Negative   Furniture     2406    30   100Less     4   None           4   House     None     1   No    No
   61   Yes   Skilled            Male_Single      Paied        Free   1to4         1   0to200     A46           1239    18   None        4   None           4   None      None     1   No    Yes
   37   Yes   Highly_Qualified   Male_Single      Paied        Own    7more        1   200More    TV            3399    12   None        2   None           3   Mobile    None     1   No    Yes
   36   Yes   Skilled            Female_Married   Delays       Own    1to4         1   200More    New_Car       2247    12   100Less     2   None           2   Mobile    Stores   2   Yes   Yes
   21   Yes   Skilled            Male_Married     Paied        Rent   1to4         1   None       Furniture     1766    6    100Less     1   None           2   Finance   None     1   No    Yes
   25   Yes   Unemployed         Male_Single      Paied        Own    Unemployed   1   Negative   Furniture     2473    18   100Less     4   None           1   Mobile    None     1   No    No
   36   Yes   Skilled            Male_Single      Paied        Own    4to7         1   None       Business      1542    12   100Less     2   None           4   Mobile    None     1   Yes   Yes
   27   Yes   Skilled            Male_Single      Critical     Own    4to7         1   None       Used_Car      3850    18   100Less     3   None           1   Mobile    None     2   No    Yes
   22   Yes   Skilled            Female_Married   Paied        Rent   1Less        1   Negative   Furniture     3650    18   100Less     1   None           4   Mobile    None     1   No    Yes
   42   Yes   Skilled            Male_Single      Paied        Own    7more        2   Negative   Furniture     3446    36   100Less     4   None           2   Mobile    None     1   No    No
   40   Yes   Skilled            Female_Married   Paied        Rent   4to7         1   0to200     Furniture     3001    18   100Less     2   None           4   House     None     1   No    Yes
   36   Yes   Skilled            Male_Single      Paied        Own    1to4         1   None       New_Car       3079    36   None        4   None           4   House     None     1   No    Yes
   33   Yes   Skilled            Male_Single      Critical     Own    7more        1   None       TV            6070    18   100Less     3   None           4   Mobile    None     2   Yes   Yes
   23   Yes   Skilled            Female_Married   Critical     Rent   1Less        1   None       Furniture     2146    10   100Less     1   None           3   House     None     2   No    Yes
   63   Yes   Highly_Qualified   Male_Single      Critical     Free   7more        1   None       New_Car       13756   60   None        2   None           4   None      Bank     1   Yes   Yes
   60   Yes   Highly_Qualified   Female_Married   All_Paied    Free   7more        1   0to200     Others        14782   60   100to500    3   None           4   None      Bank     2   Yes   No
   37   Yes   Skilled            Female_Married   All_Paied    Rent   4to7         1   Negative   Business      7685    48   100Less     2   Guarantor      4   Mobile    None     1   No    No
   34   Yes   Skilled            Male_Married     Delays       Own    Unemployed   1   None       TV            2320    18   100Less     2   None           3   House     None     2   No    Yes
   36   Yes   Skilled            Male_Single      Delays       Free   7more        1   None       TV            846     7    None        3   None           4   None      None     1   No    Yes
   57   Yes   Highly_Qualified   Male_Single      Paied        Free   7more        1   0to200     New_Car       14318   36   100Less     4   None           2   None      None     1   Yes   No
   52   Yes   Unskilled          Female_Married   Critical     Own    1to4         1   None       New_Car       362     6    100to500    4   None           4   Mobile    None     2   No    Yes
   39   Yes   Skilled            Male_Single      Paied        Own    4to7         1   Negative   Furniture     2212    20   None        4   None           4   Mobile    None     1   Yes   Yes
   38   Yes   Highly_Qualified   Female_Married   Paied        Free   Unemployed   1   0to200     Used_Car      12976   18   100Less     3   None           4   None      None     1   Yes   No
   25   Yes   Skilled            Female_Married   Paied        Rent   4to7         1   None       New_Car       1283    22   None        4   None           4   Finance   None     1   No    Yes
   26   Yes   Skilled            Male_Single      Paied        Own    1Less        1   200More    New_Car       1330    12   100Less     4   None           1   House     None     1   No    Yes
   26   Yes   Unskilled          Male_Single      Delays       Own    1to4         1   None       Business      4272    30   100to500    2   None           2   Finance   None     2   No    Yes
   25   Yes   Skilled            Female_Married   Critical     Own    1to4         1   None       TV            2238    18   100Less     2   None           1   Mobile    None     2   No    Yes
   21   Yes   Skilled            Female_Married   Paied        Rent   1Less        1   None       TV            1126    18   None        4   None           2   House     None     1   Yes   Yes
   40   Yes   Highly_Qualified   Male_Single      Critical     Own    Unemployed   1   0to200     Furniture     7374    18   100Less     4   None           4   Finance   Stores   2   Yes   Yes
   27   Yes   Skilled            Male_Single      Critical     Own    1to4         1   0to200     Business      2326    15   500to1000   2   None           4   Mobile    Bank     1   No    Yes
   27   Yes   Skilled            Female_Married   Paied        Own    4to7         1   None       Business      1449    9    100Less     3   None           2   Mobile    None     2   No    Yes
   30   Yes   Highly_Qualified   Male_Married     Paied        Own    1to4         1   None       New_Car       1820    18   100Less     2   None           2   Finance   None     1   Yes   Yes
   19   Yes   Unskilled          Female_Married   Paied        Rent   1Less        1   0to200     Furniture     983     12   1000More    1   None           4   House     None     1   No    Yes
   39   Yes   Highly_Qualified   Male_Single      Paied        Free   4to7         2   Negative   New_Car       3249    36   100Less     2   None           4   None      Bank     1   Yes   Yes
   31   Yes   Skilled            Female_Married   Critical     Own    4to7         1   Negative   TV            1957    6    100Less     1   None           4   Mobile    None     1   No    Yes
   31   Yes   Highly_Qualified   Male_Single      Critical     Own    Unemployed   1   None       Furniture     2406    9    100Less     2   None           3   Mobile    None     1   No    Yes
   32   Yes   Skilled            Male_Single      Delays       Rent   4to7         1   0to200     A46           11760   39   100to500    2   None           3   None      None     1   Yes   Yes
   55   Yes   Highly_Qualified   Female_Married   Paied        Free   Unemployed   1   Negative   Furniture     2578    12   100Less     3   None           4   None      None     1   No    Yes
   46   Yes   Skilled            Male_Married     Critical     Own    1to4         1   Negative   Furniture     2348    36   100Less     3   None           2   Finance   None     2   Yes   Yes
   46   Yes   Skilled            Male_Divorced    Paied        Rent   7more        1   0to200     New_Car       1223    12   100Less     1   None           1   House     None     2   No    No
   43   Yes   Unskilled          Female_Married   Critical     Own    1to4         1   None       TV            1516    24   1000More    4   None           1   House     None     2   No    Yes
   39   Yes   Skilled            Male_Married     Paied        Own    1Less        1   None       TV            1473    18   100Less     3   None           4   House     None     1   Yes   Yes
   28   Yes   Skilled            Male_Married     Critical     Own    1to4         1   0to200     Business      1887    18   None        4   None           4   House     Bank     2   No    Yes
   27   Yes   Skilled            Male_Single      Delays       Own    1Less        1   None       Business      8648    24   100Less     2   None           2   Mobile    Bank     2   Yes   No
   27   Yes   Unskilled          Male_Single      Delays       Own    1to4         1   None       New_Car       802     14   100Less     4   None           2   Mobile    None     2   No    Yes
   43   Yes   Skilled            Male_Single      Delays       Own    7more        2   0to200     New_Car       2899    18   None        4   None           4   Mobile    None     1   No    Yes
   22   Yes   Skilled            Male_Married     Paied        Own    1Less        1   0to200     TV            2039    24   100Less     1   None           1   Finance   None     1   Yes   No
   43   Yes   Skilled            Male_Single      Critical     Own    4to7         2   None       Used_Car      2197    24   None        4   None           4   Mobile    None     2   Yes   Yes
   27   No    Skilled            Male_Married     Paied        Own    1Less        1   Negative   TV            1053    15   100Less     4   None           2   House     None     1   No    Yes
   26   Yes   Highly_Qualified   Male_Divorced    Paied        Own    7more        1   None       TV            3235    24   500to1000   3   None           2   Mobile    None     1   Yes   Yes
   28   Yes   Skilled            Male_Married     Critical     Own    4to7         1   200More    New_Car       939     12   500to1000   4   None           2   House     None     3   Yes   No
   20   Yes   Skilled            Female_Married   Paied        Own    7more        1   0to200     TV            1967    24   100Less     4   None           4   Mobile    None     1   Yes   Yes
   35   Yes   Highly_Qualified   Male_Single      Critical     Own    4to7         1   None       Used_Car      7253    33   100Less     3   None           2   Mobile    None     2   Yes   Yes
   42   Yes   Highly_Qualified   Male_Single      Critical     Own    Unemployed   1   None       Business      2292    12   100Less     4   None           2   Mobile    Stores   2   Yes   No
   40   No    Unskilled          Male_Single      Paied        Rent   1to4         2   None       New_Car       1597    10   500to1000   3   None           2   None      None     1   No    Yes
   35   Yes   Skilled            Female_Married   Paied        Own    1to4         1   Negative   New_Car       1381    24   None        4   None           2   Finance   None     1   No    No
   35   Yes   Skilled            Male_Single      Critical     Own    7more        2   None       Used_Car      5842    36   100Less     2   None           2   Finance   None     2   Yes   Yes
   33   Yes   Unskilled          Male_Single      Paied        Own    1Less        2   Negative   New_Car       2579    12   100Less     4   None           1   House     None     1   No    No
   23   Yes   Skilled            Female_Married   Delays       Rent   1to4         1   Negative   A46           8471    18   None        1   None           2   Mobile    None     2   Yes   Yes
   31   Yes   Highly_Qualified   Female_Married   Paied        Own    4to7         1   None       New_Car       2782    21   500to1000   1   None           2   Mobile    Bank     1   No    Yes
   33   Yes   Skilled            Female_Married   Paied        Own    1to4         1   0to200     New_Car       1042    18   None        4   None           2   Finance   None     1   No    No
   20   Yes   Skilled            Female_Married   Paied        Rent   4to7         1   None       New_Car       3186    15   1000More    2   None           3   Mobile    None     1   No    Yes
   30   Yes   Skilled            Male_Single      Paied        Own    1to4         1   0to200     Used_Car      2028    12   None        4   None           2   Mobile    None     1   No    Yes
   47   Yes   Unskilled          Male_Single      Critical     Own    4to7         2   0to200     New_Car       958     12   100Less     2   None           3   House     None     2   No    Yes
   34   Yes   Highly_Qualified   Male_Single      Delays       Own    4to7         1   None       Furniture     1591    21   100to500    4   None           3   House     None     2   No    Yes
   25   Yes   Skilled            Female_Married   Paied        Own    7more        1   0to200     Furniture     2762    12   None        1   None           2   Finance   Bank     1   Yes   No
   21   Yes   Skilled            Male_Married     Paied        Rent   1to4         1   0to200     Used_Car      2779    18   100Less     1   None           3   Mobile    None     1   Yes   Yes
   29   Yes   Skilled            Male_Single      Critical     Own    7more        1   None       TV            2743    28   100Less     4   None           2   Mobile    None     2   No    Yes
   46   Yes   Skilled            Male_Single      Critical     Own    1to4         1   None       TV            1149    18   1000More    4   None           3   House     None     2   No    Yes
   20   Yes   Skilled            Male_Single      Paied        Own    7more        1   None       Furniture     1313    9    100Less     1   None           4   Mobile    None     1   No    Yes
   55   Yes   Unemployed         Female_Married   Critical     Free   Unemployed   2   Negative   Repairs       1190    18   100Less     2   None           4   None      None     3   No    No
   74   Yes   Unskilled          Male_Single      Paied        Own    4to7         1   None       Business      3448    5    100Less     1   None           4   House     None     1   No    Yes
   29   Yes   Highly_Qualified   Male_Single      Paied        Own    1to4         1   0to200     Others        11328   24   100Less     2   Co_Applicant   3   Mobile    Bank     2   Yes   No
   36   Yes   Highly_Qualified   Male_Single      Critical     Free   Unemployed   1   Negative   Furniture     1872    6    100Less     4   None           4   None      None     3   Yes   Yes
   33   Yes   Skilled            Male_Divorced    Critical     Own    1to4         1   None       Repairs       2058    24   100Less     4   None           2   House     None     2   Yes   Yes
   25   Yes   Skilled            Male_Single      Paied        Own    1to4         1   Negative   Furniture     2136    9    100Less     3   None           2   House     None     1   No    Yes
   25   Yes   Skilled            Male_Married     Paied        Own    1to4         1   0to200     TV            1484    12   None        2   None           1   House     None     1   Yes   No
   23   Yes   Unskilled          Male_Married     Paied        Rent   4to7         1   None       Repairs       660     6    500to1000   2   None           4   House     None     1   No    Yes
   37   Yes   Skilled            Female_Married   Critical     Own    7more        1   None       New_Car       1287    24   1000More    4   None           4   House     None     2   Yes   Yes
   65   Yes   Unemployed         Male_Single      Critical     Own    Unemployed   1   Negative   Repairs       3394    42   100Less     4   Co_Applicant   4   Mobile    None     2   No    Yes
   26   Yes   Unemployed         Female_Married   All_Paied    Own    1Less        1   200More    Business      609     12   100Less     4   None           1   House     None     1   No    No
   39   Yes   Highly_Qualified   Male_Single      Paied        Own    7more        1   None       New_Car       1884    12   100Less     4   None           4   Mobile    None     1   Yes   Yes
   30   Yes   Skilled            Female_Married   Paied        Own    1to4         1   Negative   Furniture     1620    12   100Less     2   Co_Applicant   3   Finance   None     1   No    Yes
   29   Yes   Skilled            Male_Single      Delays       Own    1to4         1   0to200     Others        2629    20   100Less     2   None           3   Mobile    Bank     2   Yes   Yes
   41   Yes   Unskilled          Male_Single      Paied        Own    7more        2   None       A46           719     12   100Less     4   None           4   Mobile    Bank     1   No    No
   30   Yes   Highly_Qualified   Female_Married   Critical     Own    1to4         1   0to200     Furniture     5096    48   100Less     2   None           3   Mobile    None     1   Yes   No
   41   Yes   Unskilled          Female_Married   Critical     Rent   7more        1   None       A46           1244    9    None        4   None           4   Finance   None     2   No    Yes
   34   Yes   Skilled            Female_Married   Paied        Own    1Less        1   Negative   New_Car       1842    36   100Less     4   None           4   Mobile    None     1   Yes   No
   35   Yes   Skilled            Male_Single      Paied        Own    1to4         1   0to200     TV            2576    7    100Less     2   Guarantor      2   House     None     1   No    Yes
